allowed_adjacent,category,distance_m,link_a,link_b,model,normal_on_b,penetration_m,point_on_a_m,point_on_b_m,state
True,self_pairs,-0.10413284868563984,L6,L7,actual_urdf,"[-0.1757181934489407, -0.6696539779213648, 0.7215862154622499]",0.10413284868563984,"[0.27149488787888193, 0.041711313486720164, 0.23944066640287714]","[0.2531968518291494, -0.028021662867902114, 0.3145814945912511]",initial
True,self_pairs,-0.10413284378235856,L1,L2,actual_urdf,"[-0.17571820097344673, -0.6696539545950985, -0.7215862352773932]",0.10413284378235856,"[-0.14655685071821895, 0.0280216632913749, 0.3145814933581979]","[-0.16485488668990397, -0.04171130735071511, 0.23944066664455688]",initial
True,self_pairs,-0.05478440499789238,L3,L4,actual_urdf,"[-0.7477283062133373, -1.1880063813039441e-11, -0.6640048042652507]",0.05478440499789238,"[-0.12346387355173698, -0.0015852452665770535, 0.5082546050716047]","[-0.16442772390771654, -0.0015852452672278957, 0.4718774969541909]",initial
True,self_pairs,-0.05477770815437526,L4,L5,actual_urdf,"[-0.7476708835116321, -9.384302939208466e-13, 0.6640694616897658]",0.05477770815437526,"[0.27106766680345823, 0.001584934126205914, 0.4718774352814968]","[0.23011196935093414, 0.001584934126154509, 0.5082536384481718]",initial
True,self_pairs,-0.0070030167599007265,base_link,L1,actual_urdf,"[2.3383907499677606e-13, 1.1140797031758479e-13, -0.9999999999999999]",0.0070030167599007265,"[-0.14148521619110835, -0.003505250763967069, 0.12003301626443788]","[-0.1414852161911067, -0.003505250763966289, 0.11302999950453715]",initial
True,self_pairs,-0.0069842080342574775,L7,L8,actual_urdf,"[-1.151480310320321e-12, -7.637622852103077e-13, 1.0]",0.0069842080342574775,"[0.22544430459521173, -0.0004904929510598895, 0.11303000703337868]","[0.22544430459520368, -0.0004904929510652238, 0.12001421506763615]",initial
True,self_pairs,-0.006000003497603351,L2,L3,actual_urdf,"[3.5665893875224834e-12, 3.3511043313545317e-12, -1.0]",0.006000003497603351,"[-0.12122160859515346, 0.0006010710190134049, 0.3750299974963829]","[-0.12122160859513206, 0.0006010710190335115, 0.36902999399877956]",initial
True,self_pairs,-0.005982190544359001,L5,L6,actual_urdf,"[0.0, 7.249532855538142e-17, 1.0]",0.005982190544359001,"[0.22471967780068366, -0.003434684901562308, 0.369047809232124]","[0.22471967780068366, -0.0034346849015623074, 0.375029999776483]",initial
False,tower_pairs,-0.18756305289696024,L4,Tower,actual_urdf,"[0.4025925497104389, -0.9144254919326741, 0.04177629257527547]",0.18756305289696024,"[0.009849732275239192, 0.18151243669017955, 0.4865912413551385]","[0.08536121997250033, 0.009999999776482534, 0.49442693032927376]",initial
False,tower_pairs,-0.06325417943949815,L6,Tower,actual_urdf,"[0.005162572164424677, -0.9999826370847444, -0.0028413689811993487]",0.06325417943949815,"[0.2472107151498047, 0.06325308116254229, 0.2828348529984578]","[0.24753726941586257, 1.2981172858094647e-15, 0.2826551245350672]",initial
False,tower_pairs,-0.060999998598121476,L8,Tower,actual_urdf,"[2.825608664495339e-13, -1.0, -1.1375236169465937e-14]",0.060999998598121476,"[0.12523630013502804, 0.06099999859812147, 0.018586749467184055]","[0.12523630013504528, -8.407595384028643e-18, 0.01858674946718336]",initial
False,tower_pairs,-0.04895899620768363,L5,Tower,actual_urdf,"[-2.834573598883646e-16, 1.0, 5.669147197767292e-16]",0.04895899620768363,"[0.22631099805218968, -0.048958996207682334, 0.3827050874180018]","[0.22631099805218968, 1.3007490313549765e-15, 0.3827050874180018]",initial
False,tower_pairs,-0.043281500995159136,base_link,Tower,actual_urdf,"[-0.9999999999999999, 0.0, 0.0]",0.043281500995159136,"[0.04328150099515914, 0.0032789934465015428, 0.042275981378094164]","[1.3877787807814457e-17, 0.0032789934465015428, 0.042275981378094164]",initial
False,tower_pairs,-0.041081715279653326,L7,Tower,actual_urdf,"[0.21283571596571033, -0.9693366382001711, -0.1228309401256621]",0.041081715279653326,"[0.19703390147983368, 0.03982201178067708, 0.2108434355535912]","[0.20577755776447815, 1.3281015780417665e-15, 0.2057973298438166]",initial
True,self_pairs,-0.10414026863838188,L6,L7,actual_urdf,"[-0.2191442065432214, -0.8337594061137282, 0.5067751665733288]",0.10414026863838188,"[0.2687142494649061, 0.20945090914521736, 0.2536688616569347]","[0.24589251292494996, 0.12262298061275595, 0.3064445636431419]",step1_final
True,self_pairs,-0.10413993242017307,L1,L2,actual_urdf,"[-0.19233061481694305, 0.20957454997933786, -0.958690483214001]",0.10413993242017307,"[-0.14573227528754348, -0.01143031491140847, 0.3251585697770424]","[-0.16576157251691026, 0.010394764560427958, 0.22532060764327327]",step1_final
True,self_pairs,-0.05654266496275408,L4,L5,actual_urdf,"[-0.7370082943517914, 0.005202769737983769, 0.6758636735642156]",0.05654266496275408,"[0.2650545877451177, 0.10543912780525737, 0.46243504202586916]","[0.22338217468281352, 0.10573330627143054, 0.5006501752807068]",step1_final
True,self_pairs,-0.05631459389373316,L3,L4,actual_urdf,"[-0.7185061507241906, -0.05766505402901697, -0.6931260007497463]",0.05631459389373316,"[-0.1286723342816541, 0.06647708249587643, 0.4965647162132183]","[-0.1691347163698363, 0.06322969839637216, 0.45753160696380896]",step1_final
True,self_pairs,-0.007003016759901032,base_link,L1,actual_urdf,"[2.219489525393032e-13, -9.029061741135717e-14, -0.9999999999999999]",0.007003016759901032,"[-0.14148521617221987, 0.0029682327639402387, 0.12003301626443798]","[-0.14148521617221832, 0.0029682327639396064, 0.11302999950453695]",step1_final
True,self_pairs,-0.0069842080342970795,L7,L8,actual_urdf,"[0.0103530051778614, -0.059172787912286105, 0.9981940675311964]",0.0069842080342970795,"[0.21658684319798813, 0.16593928460952734, 0.1130911810792867]","[0.21665915073993047, 0.16552600954877858, 0.12006277610552576]",step1_final
True,self_pairs,-0.006000003497613897,L2,L3,actual_urdf,"[0.025680853956450984, -0.34436166071602103, -0.9384857699341911]",0.006000003497613897,"[-0.12344223203375598, 0.029536053421177273, 0.369802628544473]","[-0.12328814682019557, 0.027469882252437017, 0.36417171064240694]",step1_final
True,self_pairs,-0.005982190544056693,L5,L6,actual_urdf,"[-0.0033671128549592057, -0.2811853838059647, 0.9596475616000459]",0.005982190544056693,"[0.21875549241477552, 0.13194814044069764, 0.3647197992476075]","[0.2187353497040938, 0.13026603589656666, 0.37046059381623836]",step1_final
False,tower_pairs,-0.1723654463377983,L4,Tower,actual_urdf,"[0.9993658455249687, 0.035558116437352176, 0.0018780717750105634]",0.1723654463377983,"[-0.17225614001866235, 0.10461206287297886, 0.5536450218193907]","[5.551115123125783e-17, 0.11074105348363447, 0.5539687364991448]",step1_final
False,tower_pairs,-0.043281500995159136,base_link,Tower,actual_urdf,"[-0.9999999999999999, 0.0, 0.0]",0.043281500995159136,"[0.04328150099515914, 0.0032789934465015428, 0.042275981378094164]","[1.3877787807814457e-17, 0.0032789934465015428, 0.042275981378094164]",step1_final
False,tower_pairs,0.012576772593413454,L6,Tower,actual_urdf,"[0.05877865769148652, 0.9976945221188805, -0.033922115705918736]",0.0,"[0.25224589359416916, 0.09254777533424413, 0.2846079304170564]","[0.2515066477830372, 0.07999999821186066, 0.2850345611521772]",step1_final
True,self_pairs,-0.104153425568546,L1,L2,actual_urdf,"[0.5735119810693446, 0.6257920131943192, 0.5286476745358071]",0.104153425568546,"[-0.33573234232404514, -0.04139560885794974, 0.2226758007270281]","[-0.27599910489106977, 0.023782773009675337, 0.27773626694877823]",step2_final
True,self_pairs,-0.10413082957192388,L6,L7,actual_urdf,"[-0.6437929270160423, -0.6316739099284183, 0.4318781525382611]",0.10413082957192388,"[0.01865734086069474, -0.26976150212501776, 0.19213784060678768]","[-0.048381350702022784, -0.3355382303848047, 0.2371096709045867]",step2_final
True,self_pairs,-0.05498205944327645,L4,L5,actual_urdf,"[-0.9951895562827339, 0.051808426439197565, 0.08314826525953246]",0.05498205944327645,"[-0.14588075983504412, -0.44502816581042914, 0.19478488521719303]","[-0.2005983311759093, -0.44217963182828657, 0.19935654808029796]",step2_final
True,self_pairs,-0.054891243826497155,L3,L4,actual_urdf,"[-0.04741763701840901, 0.9911462281633663, 0.1240190392525371]",0.054891243826497155,"[-0.4480439330622589, -0.1931980057392244, 0.24294015510695502]","[-0.45064674613751277, -0.1387927564613961, 0.24974771442969396]",step2_final
True,self_pairs,-0.007003016759902273,base_link,L1,actual_urdf,"[0.7231690425118894, 0.6873778853725753, 0.06736600517444906]",0.007003016759902273,"[-0.1841843336777452, 0.0912498519005933, 0.25247550114904094]","[-0.17911996875279196, 0.09606357075224363, 0.2529472664123253]",step2_final
True,self_pairs,-0.00698420803431826,L7,L8,actual_urdf,"[-0.6985036207726476, -0.7131506097281953, -0.059235965526061696]",0.00698420803431826,"[0.07499577872755872, -0.1628585677214433, 0.24469078690063273]","[0.070117284127358, -0.16783935993958593, 0.244277070594285]",step2_final
True,self_pairs,-0.006000003497944439,L2,L3,actual_urdf,"[0.7031162757358133, 0.7095455644941268, -0.04661110063183436]",0.006000003497944439,"[-0.34959708323290056, -0.10301096830054413, 0.24213653569565233]","[-0.345378383119024, -0.0987536924316284, 0.24185686892881827]",step2_final
True,self_pairs,-0.0059821905443084725,L5,L6,actual_urdf,"[-0.7151268937618119, -0.6810408234411128, -0.15740686968882]",0.0059821905443084725,"[-0.10478462215939735, -0.3428608378578131, 0.2192408707438047]","[-0.10906264750123995, -0.3469349538320906, 0.21829923285634303]",step2_final
False,self_pairs,0.014758719620219409,base_link,L8,actual_urdf,"[-0.6654579032860046, 0.7463792191022709, 0.009156431973124816]",0.0,"[-0.00011616450088107293, 0.011410654785318466, 0.2449332528481175]","[0.009705142112776153, 0.0003950531602297386, 0.24479811563590456]",step2_final
False,tower_pairs,-0.004480621258413784,base_link,Tower,actual_urdf,"[-0.9999999999999999, 0.0, 0.0]",0.004480621258413784,"[0.004480621258413783, 0.10287480546891291, 0.20081078514425516]","[3.2526065174565133e-19, 0.10287480546891291, 0.20081078514425516]",step2_final
False,tower_pairs,-0.004058076795673826,L8,Tower,actual_urdf,"[0.0, -1.0, 3.419794278562959e-15]",0.004058076795673826,"[0.08178948589317168, 0.004058076795673798, 0.19300324257913876]","[0.08178948589317168, -2.7755575615628914e-17, 0.19300324257913876]",step2_final
True,self_pairs,-0.07036495625215958,base_end_mesh,left_link_4,parameterized_baseline_proxy,"[-0.08443966638152904, 0.9922131610360675, -0.09155864682372056]",0.07036495625215958,"[-0.05330672231491492, -0.0003621145004650411, 0.049223796761670005]","[-0.05924831574579816, 0.06945492116865482, 0.04278127658341198]",initial
True,self_pairs,-0.06669906929541058,right_link_2,right_joint_3,parameterized_baseline_proxy,"[-0.6049521606669626, -5.746385258160597e-20, 0.7962618183137842]",0.06669906929541058,"[0.2959468846020587, -1.164153218256879e-10, 0.26975188129459965]","[0.25559713851732463, -1.1641532182952068e-10, 0.3228618034916004]",initial
True,self_pairs,-0.06669906929541056,left_link_2,left_joint_2,parameterized_baseline_proxy,"[-0.6049521606669631, 5.746385258160592e-20, -0.7962618183137835]",0.06669906929541056,"[-0.10455311539794158, -1.1641532182818174e-10, 0.38130816204036083]","[-0.1449028614826757, -1.1641532182434894e-10, 0.32819823984336016]",initial
True,self_pairs,-0.06669906929541056,left_link_2,left_joint_3,parameterized_baseline_proxy,"[0.6049521606669631, -5.746385258160592e-20, 0.7962618183137835]",0.06669906929541056,"[-0.18930691310738312, -1.164153218256879e-10, 0.26975188129459976]","[-0.14895716702264902, -1.1641532182952068e-10, 0.32286180349160043]",initial
True,self_pairs,-0.06669906929541053,right_link_2,right_joint_2,parameterized_baseline_proxy,"[0.6049521606669622, 5.74638525816059e-20, -0.7962618183137843]",0.06669906929541053,"[0.21119308689261732, -1.1641532182818174e-10, 0.38130816204036083]","[0.25154283297735136, -1.1641532182434894e-10, 0.32819823984336016]",initial
True,self_pairs,-0.051083697629188185,central_body,right_link_1,parameterized_baseline_proxy,"[0.213357243269366, 0.01710756393078033, 0.9768244560824892]",0.051083697629188185,"[0.25821997225284576, 0.00032361173572731296, 0.47210009757840465]","[0.2691190491550152, 0.0011975293587393014, 0.5219999027297187]",initial
True,self_pairs,-0.05108369494587953,central_body,left_link_1,parameterized_baseline_proxy,"[-0.21335787785829205, -0.01710756150404453, 0.9768243175183506]",0.05108369494587953,"[-0.15158001333475113, -0.0003236119685579562, 0.47210009757840465]","[-0.16247912208156434, -0.0011975294216984389, 0.5219998930302291]",initial
True,self_pairs,-0.045000000000000026,right_link_3,right_joint_3,parameterized_baseline_proxy,"[-0.31143246430647387, -0.0, -0.9502682885248761]",0.045000000000000026,"[0.28281998574733797, -1.1641532182693481e-10, 0.28703002166748015]","[0.26880552485354664, -1.1641532182693481e-10, 0.24426794868386068]",initial
True,self_pairs,-0.045,left_link_3,left_joint_3,parameterized_baseline_proxy,"[0.31143246430647287, -9.484811480588975e-18, -0.9502682885248763]",0.045,"[-0.17618001425266236, -1.1641532182693481e-10, 0.28703002166748015]","[-0.1621655533588711, -1.1641532225375133e-10, 0.2442679486838607]",initial
True,self_pairs,-0.045,left_link_4,left_joint_4,parameterized_baseline_proxy,"[0.7351075214629987, -0.0, -0.6779505379366013]",0.045,"[-0.11768001425266217, -1.1641532182693481e-10, 0.10853002166748016]","[-0.08460017578682723, -1.1641532182693481e-10, 0.0780222474603331]",initial
True,self_pairs,-0.044999999999999984,left_link_1,left_joint_1,parameterized_baseline_proxy,"[0.3162277660168393, -0.0, -0.9486832980505133]",0.044999999999999984,"[-0.16968001425266266, -1.1641532182693481e-10, 0.5200300216674805]","[-0.1554497647819049, -1.1641532182693481e-10, 0.47733927325520736]",initial
True,self_pairs,-0.044999999999999984,left_link_3,left_joint_4,parameterized_baseline_proxy,"[-0.3114324643064732, 9.484811480588972e-18, 0.9502682885248761]",0.044999999999999984,"[-0.11768001425266218, -1.1641532182693481e-10, 0.10853002166748016]","[-0.13169447514645347, -1.164153214001183e-10, 0.15129209465109958]",initial
True,self_pairs,-0.044999999999999984,right_link_1,right_joint_1,parameterized_baseline_proxy,"[-0.3162277660168393, -0.0, -0.9486832980505133]",0.044999999999999984,"[0.27631998574733835, -1.1641532182693481e-10, 0.5200300216674805]","[0.2620897362765806, -1.1641532182693481e-10, 0.47733927325520736]",initial
True,self_pairs,-0.04499999999999997,left_link_1,left_joint_2,parameterized_baseline_proxy,"[-0.3162277660168396, -0.0, 0.9486832980505132]",0.04499999999999997,"[-0.11768001425266239, -1.1641532182693481e-10, 0.3640300216674805]","[-0.13191026372342016, -1.1641532182693481e-10, 0.40672077007975355]",initial
True,self_pairs,-0.04499999999999997,right_link_1,right_joint_2,parameterized_baseline_proxy,"[0.3162277660168396, -0.0, 0.9486832980505132]",0.04499999999999997,"[0.22431998574733808, -1.1641532182693481e-10, 0.3640300216674805]","[0.23855023521809585, -1.1641532182693481e-10, 0.40672077007975355]",initial
True,self_pairs,-0.04499999999999997,right_link_3,right_joint_4,parameterized_baseline_proxy,"[0.3114324643064744, -0.0, 0.9502682885248758]",0.04499999999999997,"[0.22431998574733758, -1.1641532182693481e-10, 0.10853002166748023]","[0.23833444664112893, -1.1641532182693481e-10, 0.1512920946510996]",initial
True,self_pairs,-0.03591382182946733,central_body,left_joint_1,parameterized_baseline_proxy,"[0.6925786582126676, 0.6626343560080556, -0.2850447551282615]",0.03591382182946733,"[-0.1633871211670339, 0.006020813704190047, 0.5174400542358092]","[-0.13851397463309262, 0.02981854590394718, 0.5072030076867087]",initial
True,self_pairs,-0.03591381731178638,central_body,right_joint_1,parameterized_baseline_proxy,"[-0.6925790317617175, 0.2850446134030394, 0.6626340265439993]",0.03591381731178638,"[0.2700270861387253, 0.002589967315255918, 0.5260508354880858]","[0.24515392931806107, 0.01282700748672145, 0.5498485528619604]",initial
True,self_pairs,-0.0348929997656687,left_link_1,left_link_2,parameterized_baseline_proxy,"[0.06739616538379778, -2.640697151830907e-20, 0.997726293575327]",0.0348929997656687,"[-0.144533689450707, -1.1641532182508634e-10, 0.36059701198074345]","[-0.14218203506776317, -1.1641532182600775e-10, 0.39541067530866886]",initial
True,self_pairs,-0.03489299976566866,right_link_1,right_link_2,parameterized_baseline_proxy,"[-0.06739616538379747, -2.6406971518309056e-20, 0.997726293575327]",0.03489299976566866,"[0.2511736609453827, -1.1641532182508634e-10, 0.36059701198074345]","[0.24882200656243886, -1.1641532182600775e-10, 0.3954106753086688]",initial
True,self_pairs,-0.03475917039260962,right_link_2,right_link_3,parameterized_baseline_proxy,"[-0.07050001333315609, -2.6373391125073205e-20, 0.9975117784367384]",0.03475917039260962,"[0.2585352342886923, -1.1641532182786423e-10, 0.25566438408599285]","[0.25608471231256386, -1.1641532182878095e-10, 0.2903370659613105]",initial
True,self_pairs,-0.034759170392609576,left_link_2,left_link_3,parameterized_baseline_proxy,"[0.07050001333315714, 6.2823644449229605e-18, 0.9975117784367384]",0.034759170392609576,"[-0.15189526279401672, -1.164153222694759e-10, 0.2556643840859929]","[-0.14944474081788825, -1.164153220511061e-10, 0.2903370659613105]",initial
True,self_pairs,-0.030186978414504496,base_end_mesh,left_joint_4,parameterized_baseline_proxy,"[-0.9876884010373173, 0.15643408342128104, 7.008431222846351e-07]",0.030186978414504496,"[-0.1323106638569715, 0.0023172613380113187, 0.10853003204908446]","[-0.16212599229934144, 0.007039533637542325, 0.10853005320542067]",initial
True,self_pairs,-0.03018467707515581,l8_end_mesh,right_joint_4,parameterized_baseline_proxy,"[0.9876883311165392, -0.1564345248857339, -1.2281642769902877e-08]",0.03018467707515581,"[0.23895290732192953, -0.0023176281191920442, 0.10853002148552368]","[0.26876596064758185, -0.007039553736273347, 0.10853002111480627]",initial
True,self_pairs,-0.013984228617116679,base_end_mesh,left_link_3,parameterized_baseline_proxy,"[-0.0, -2.394950532453958e-19, -1.0]",0.013984228617116679,"[-0.1394802867541153, -1.1641532117641351e-10, 0.11903303048133818]","[-0.1394802867541153, -1.1641532117976266e-10, 0.1050488018642215]",initial
True,self_pairs,-0.013981220903057034,l8_end_mesh,right_link_3,parameterized_baseline_proxy,"[7.200404835509696e-07, 1.0578293981782852e-17, -0.9999999999997408]",0.013981220903057034,"[0.2461202985845796, -1.164153212343517e-10, 0.11903002276729308]","[0.24612030865162465, -1.1641532108645423e-10, 0.10504880186423966]",initial
True,self_pairs,-0.004511704585141385,left_link_3,left_link_4,parameterized_baseline_proxy,"[-0.5406946687132731, 4.900325903490672e-18, 0.8412189222937414]",0.004511704585141385,"[-0.10163165994418619, -1.1641532150602082e-10, 0.1161634773036596]","[-0.10407111456018137, -1.16415321483912e-10, 0.11995880857247997]",initial
False,self_pairs,0.0067018614091789025,left_joint_2,left_joint_3,parameterized_baseline_proxy,"[0.6049521606669631, 0.0, 0.7962618183137836]",0.0,"[-0.1449028614826757, -1.1641532182693481e-10, 0.3281982398433602]","[-0.14895716702264902, -1.1641532182693481e-10, 0.32286180349160043]",initial
False,self_pairs,0.0067018614091789025,right_joint_2,right_joint_3,parameterized_baseline_proxy,"[-0.6049521606669622, 0.0, 0.7962618183137842]",0.0,"[0.25154283297735136, -1.1641532182693481e-10, 0.32819823984336016]","[0.2555971385173247, -1.1641532182693481e-10, 0.3228618034916004]",initial
False,tower_pairs,-0.0699999998835834,right_link_1,Tower,parameterized_baseline_proxy,"[7.653151413511736e-05, -0.9999999889062013, 0.00012779093949041403]",0.0699999998835834,"[0.25110138191417264, 0.06999999910701878, 0.44438133642018784]","[0.2511067391201532, 1.291309012500149e-15, 0.4443902817859373]",initial
False,tower_pairs,-0.06999999988358337,right_link_2,Tower,parameterized_baseline_proxy,"[-2.3841587864199305e-07, 0.9999999999999716, -0.0]",0.06999999988358337,"[0.25357493419954213, -0.06999999988358006, 0.3255235302869993]","[0.25357491751043065, 1.3185982534649225e-15, 0.3255235302869993]",initial
False,tower_pairs,-0.045,right_joint_2,Tower,parameterized_baseline_proxy,"[3.8171111993196074e-16, -1.0, -4.0313969010693136e-16]",0.045,"[0.22431998574733802, 0.04500000000000131, 0.36403002166748044]","[0.22431998574733805, 1.3144238428957457e-15, 0.36403002166748044]",initial
False,tower_pairs,-0.02950875986039842,right_link_3,Tower,parameterized_baseline_proxy,"[0.8661131743925293, -2.8751068962895174e-09, -0.4998479460232843]",0.02950875986039842,"[0.2003917910384077, 8.484216091333144e-11, 0.2555005976923687]","[0.22594971671348424, 1.321937748636584e-15, 0.2407507046864542]",initial
False,tower_pairs,-0.02902915647196097,right_joint_1,Tower,parameterized_baseline_proxy,"[-0.8661131744979347, -7.289320709269956e-09, 0.49984794584064285]",0.02902915647196097,"[0.3152950785997454, 2.116041100902132e-10, 0.49753686410465153]","[0.290152543734818, 1.2786465101266978e-15, 0.5120470283366478]",initial
False,tower_pairs,-0.018876532294858077,right_joint_3,Tower,parameterized_baseline_proxy,"[0.8661131743925296, -4.4564004278941744e-09, -0.49984794602328375]",0.018876532294858077,"[0.24384489289967415, 8.412269742830303e-11, 0.30952317923852785]","[0.26019410620709676, 1.3108323392917374e-15, 0.30008778334290087]",initial
False,tower_pairs,-0.01854245924492795,left_link_4,Tower,parameterized_baseline_proxy,"[-0.9999999999999999, -2.2623568891690574e-09, 0.0]",0.01854245924492795,"[0.018542459244927947, 4.194966041489923e-11, 0.04745655932304224]","[0.0, 0.0, 0.04745655932304224]",initial
True,self_pairs,-0.07036495625215958,base_end_mesh,left_link_4,parameterized_baseline_proxy,"[-0.08443966856530434, 0.9922131606390542, -0.09155864911214019]",0.07036495625215958,"[-0.05330671656071256, -0.0003621169547267749, 0.049223786658360066]","[-0.05924831014525705, 0.06945491868645726, 0.04278126631907749]",step1_final
True,self_pairs,-0.06669906929541056,left_link_2,left_joint_2,parameterized_baseline_proxy,"[-0.5828282500358972, -0.31919156809020716, -0.7472803850096751]",0.06669906929541056,"[-0.10701060378630682, 0.033442005821669535, 0.37550870463250813]","[-0.145884705622774, 0.012152225303110054, 0.3256657984496467]",step1_final
True,self_pairs,-0.06669906929541054,right_link_2,right_joint_2,parameterized_baseline_proxy,"[0.6065112463200043, 0.18803762967401025, -0.7725192281839559]",0.06669906929541054,"[0.20544374542557725, 0.13237418520700647, 0.3775738075903491]","[0.24589748107232104, 0.14491612009877802, 0.32604749405767036]",step1_final
True,self_pairs,-0.06669906929541054,right_link_2,right_joint_3,parameterized_baseline_proxy,"[-0.6065112463200043, -0.1880376296740108, 0.7725192281839559]",0.06669906929541054,"[0.2904159710350099, 0.15871825712433535, 0.2693438637217769]","[0.2499622353882661, 0.14617632223256377, 0.3208701772544556]",step1_final
True,self_pairs,-0.06669906929541052,left_link_2,left_joint_3,parameterized_baseline_proxy,"[0.5828282500358969, 0.3191915680902068, 0.7472803850096754]",0.06669906929541052,"[-0.188664841616336, -0.01127673286776847, 0.2708147226926526]","[-0.14979073977986887, 0.01001304765079098, 0.320657628875514]",step1_final
True,self_pairs,-0.05106536616925729,central_body,right_link_1,parameterized_baseline_proxy,"[0.20855141392887497, -0.2383247647106054, 0.9485291847243824]",0.05106536616925729,"[0.25209325459687604, 0.10782853369493153, 0.4651685949325326]","[0.2627430089142704, 0.09565839231778238, 0.5136055850727103]",step1_final
True,self_pairs,-0.051036135472680474,central_body,left_link_1,parameterized_baseline_proxy,"[-0.23760148572503942, 0.32382423485586076, 0.915796592536394]",0.051036135472680474,"[-0.15630568210888762, 0.06243020577331631, 0.46032065794349747]","[-0.16843194372286088, 0.07895694329275713, 0.507059376905604]",step1_final
True,self_pairs,-0.045000000000000026,right_link_3,right_joint_3,parameterized_baseline_proxy,"[-0.32069297647344386, 0.07469070316540852, -0.9442337177316112]",0.045000000000000026,"[0.2772552414726663, 0.15463801556789425, 0.28610681198617766]","[0.2628240575313613, 0.15799909721033764, 0.2436162946882551]",step1_final
True,self_pairs,-0.045,left_link_1,left_joint_1,parameterized_baseline_proxy,"[0.3403529952396766, -0.31526782433685907, -0.8858702148561516]",0.045,"[-0.1756245493888855, 0.078357994556427, 0.5049645304679871]","[-0.16030866460310006, 0.06417094246126834, 0.46510037079946026]",step1_final
True,self_pairs,-0.045,left_link_1,left_joint_2,parameterized_baseline_proxy,"[-0.34035299523967644, 0.31526782433685907, 0.8858702148561516]",0.045,"[-0.11965743437115861, 0.026515845867169374, 0.3592934157750821]","[-0.13497331915694405, 0.04070289796232803, 0.3991575754436089]",step1_final
True,self_pairs,-0.045,left_link_3,left_joint_4,parameterized_baseline_proxy,"[-0.3105700493646315, -0.023160834884769152, 0.9502682885191376]",0.045,"[-0.11768000851048835, -2.5776540268571124e-09, 0.10853001155115657]","[-0.13165566073189677, -0.0010422401474686387, 0.15129208453451776]",step1_final
True,self_pairs,-0.045,left_link_4,left_joint_4,parameterized_baseline_proxy,"[0.735107521591318, 7.805587508286838e-11, -0.6779505377974636]",0.045,"[-0.11768000851048835, -2.5776540268571124e-09, 0.10853001155115657]","[-0.08460017003887904, -2.5741415124783835e-09, 0.07802223735027071]",step1_final
True,self_pairs,-0.045,right_link_1,right_joint_1,parameterized_baseline_proxy,"[-0.31279567381763457, 0.2553335415393085, -0.9148571741020377]",0.045,"[0.2700401071064836, 0.09446777793977315, 0.5112485443291461]","[0.25596430178469004, 0.10595778730904204, 0.47007997149455444]",step1_final
True,self_pairs,-0.045,right_link_1,right_joint_2,parameterized_baseline_proxy,"[0.31279567381763457, -0.25533354153930865, 0.9148571741020377]",0.045,"[0.21860447498792085, 0.13645442676344757, 0.36081085932594836]","[0.2326802803097144, 0.12496441739417868, 0.40197943216054005]",step1_final
True,self_pairs,-0.044999999999999984,right_link_3,right_joint_4,parameterized_baseline_proxy,"[0.3206929764734441, -0.07469070316540888, 0.944233717731611]",0.044999999999999984,"[0.21701573122933232, 0.16866804337795774, 0.10874035595434471]","[0.23144691517063729, 0.16530696173551435, 0.1512308732522672]",step1_final
True,self_pairs,-0.04499999999999997,left_link_3,left_joint_3,parameterized_baseline_proxy,"[0.310570049364631, 0.023160834884769145, -0.9502682885191377]",0.04499999999999997,"[-0.17601801103148423, -0.004350572913268325, 0.28703001155007857]","[-0.16204235881007584, -0.0033083353434537146, 0.2442679385667174]",step1_final
True,self_pairs,-0.03626531213850308,left_link_2,left_link_3,parameterized_baseline_proxy,"[0.061804239202000746, 0.1329930388213096, 0.9891880951779268]",0.03626531213850308,"[-0.15219316085796325, 0.0017571641810543385, 0.25388118298087503]","[-0.14995181083182, 0.006580198246157189, 0.28975439801619385]",step1_final
True,self_pairs,-0.03591382182946733,central_body,left_joint_1,parameterized_baseline_proxy,"[0.6730650580770098, 0.6734707753159731, -0.30564774232945663]",0.03591382182946733,"[-0.16950896035083787, 0.0844772700135947, 0.5021873606237606]","[-0.14533662177542006, 0.10866417944564578, 0.49121038206316153]",step1_final
True,self_pairs,-0.035913817311786424,central_body,right_joint_1,parameterized_baseline_proxy,"[-0.6640928252091793, -0.6995745309125597, -0.26377299938424814]",0.035913817311786424,"[0.264006038374701, 0.08811131594788033, 0.5088518546685228]","[0.24015592997207041, 0.06298692404870797, 0.49937875935685494]",step1_final
True,self_pairs,-0.0353804482607841,right_link_2,right_link_3,parameterized_baseline_proxy,"[-0.06544235004927161, -0.13678840622439756, 0.9884362552752798]",0.0353804482607841,"[0.25254114829605856, 0.1551308114828624, 0.25422967182538425]","[0.2502257686160762, 0.150291176353765, 0.28920098961423446]",step1_final
True,self_pairs,-0.0348878752886439,left_link_1,left_link_2,parameterized_baseline_proxy,"[0.041160211181767034, 0.3566286726515439, 0.9333390738945146]",0.0348878752886439,"[-0.14636335882065968, 0.02362058648514144, 0.3559705956423967]","[-0.14492736650609594, 0.036062603140963115, 0.3885328128544469]",step1_final
